StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q5,Q6,Q26,Q14,Q9,Q9_3_TEXT,Q15,Q16,Q8,Q17,Q11,Q12,Q13,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q28_16,Q18.1_1,Q18.1_2,Q18.1_3,Q18.1_4,Q18.1_5,Q18.1_6,Q18.1_7,Q18.1_8,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.2_5,Q18.2_6,Q18.2_7,Q18.2_8,Q22,Q23,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q48,Q47
18/05/2020 09:38,18/05/2020 09:49,IP Address,100,662,TRUE,18/05/2020 09:49,R_3O9qO8yEhswi40s,anonymous,EN,Yes,Yes,UNI19,,Full-time,No,,3,2nd Year,,,Psychology,No,female ,Agree,Disagree,Have no opinion,Disagree,Agree,Have no opinion,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Have no opinion,Agree,Disagree,Agree,,I have heard of this,,I have heard of this,I have heard of this,,,,I have done/used this,,I have done/used this,,,I have done/used this,I have done/used this,I have done/used this,Strongly Agree,Disagree,Agree,Strongly agree,Strongly Agree,Agree,Disagree,Agree,Yes,Yes,when studies are published and are almost impossible/ very hard to replicate ,No,Not sure,Yes,
18/05/2020 09:46,18/05/2020 09:51,IP Address,100,279,TRUE,18/05/2020 09:51,R_aW9TNhBQqtvnuoh,anonymous,EN,Yes,Yes,UNI22,,Full-time,No,,3,2nd Year,,,Sports psychology bsc ,No,Female ,Strongly agree,Disagree,Disagree,Have no opinion,Agree,Have no opinion,Agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,,,,Disagree,Agree,Agree,Have no opinion,Agree,Disagree,Disagree,Have no opinion,Yes,Not sure,Na,No,No,Yes,
18/05/2020 09:46,18/05/2020 09:51,IP Address,100,286,TRUE,18/05/2020 09:51,R_2Ebl0oNei6pxR0n,anonymous,EN,Yes,Yes,UNI25,,Full-time,No,,3,3rd Year,,,Psychology with Counselling,No,Female,Agree,Strongly disagree,Agree,Disagree,Have no opinion,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Have no opinion,Have no opinion,Strongly agree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,,,,,,,,Agree,Disagree,Agree,Have no opinion,Agree,Disagree,Disagree,Have no opinion,No,,,No,No,Yes,
18/05/2020 09:47,18/05/2020 09:54,IP Address,100,445,TRUE,18/05/2020 09:54,R_2YglNjESU5y6qsT,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,1st Year,,,BA (hons) Psychology,Yes,Female,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Agree,Have no opinion,Strongly agree,,,I have heard of this,,,,,I have heard of this,,,,,,,,,Agree,Have no opinion,Agree,Agree,Strongly Agree,Agree,Disagree,Have no opinion,Yes,Yes,Only some replications of studies (40%) produce the same results as the original. This discredits psychology as a science  ,No,No,Yes,
18/05/2020 09:47,18/05/2020 09:55,IP Address,100,511,TRUE,18/05/2020 09:55,R_8dMC6JWIjisQ86Z,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,3rd Year,,,Psychology,Yes,Female,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Agree,,,I have heard of this,,,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,I have done/used this,,,Strongly Agree,Strongly disagree,Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Strongly agree,No,,,No,Not sure,Yes,
18/05/2020 09:46,18/05/2020 09:56,IP Address,100,585,TRUE,18/05/2020 09:56,R_2Tw4Ov71OZTtIl1,anonymous,EN,Yes,Yes,UKRN03,,Full-time,Other (Please specify),Study abroad year ,4,1st Year,,,Psychology and Spanish studies ,No,Female ,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Have no opinion,I have heard of this,,I have heard of this,,,I have heard of this,,I have heard of this,,,I have done/used this,,,I have done/used this,,I have done/used this,Agree,Have no opinion,Agree,Agree,Have no opinion,Agree,Strongly disagree,Agree,Yes,Not sure,,Not sure,Not sure,Yes,
18/05/2020 09:54,18/05/2020 09:57,IP Address,100,205,TRUE,18/05/2020 09:57,R_3oHJ2rzwNv4fYjm,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,1st Year,,,Psychology (BA),Yes,Female,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Have no opinion,Strongly disagree,Have no opinion,Agree,Disagree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,,,,I have done/used this,I have done/used this,,I have done/used this,,Strongly Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly Agree,Strongly agree,Have no opinion,Strongly agree,No,,,Yes,No,Yes,
18/05/2020 09:49,18/05/2020 09:57,IP Address,100,463,TRUE,18/05/2020 09:57,R_1l3IMg5m7UHmP41,anonymous,EN,Yes,Yes,UNI25,,Full-time,Other (Please specify),Doesn’t include a year purely dedicated to placement but has placement running alongside 2nd year,3,2nd Year,,,Psychology ,Yes,Female ,Agree,Disagree,Have no opinion,Agree,Have no opinion,Have no opinion,Strongly agree,Disagree,Have no opinion,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,I have heard of this,,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,,,,,Agree,Agree,Have no opinion,Agree,Strongly Agree,Disagree,Agree,Have no opinion,Yes,Yes,When studies are difficult to reproduce,Not sure,Yes,Not sure,
18/05/2020 09:51,18/05/2020 10:01,IP Address,100,625,TRUE,18/05/2020 10:01,R_3MQmrINMLntFwMe,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,2nd Year,,,BSc Psychology,Yes,Female,Strongly agree,Strongly disagree,Have no opinion,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,I have heard of this,,I have done/used this,I have done/used this,,,I have done/used this,,I have done/used this,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Agree,Not sure,,,Not sure,Not sure,Yes,
18/05/2020 09:53,18/05/2020 10:02,IP Address,100,549,TRUE,18/05/2020 10:02,R_2yj50F6KZwVLccd,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,3rd Year,,,BSc Psychology,Yes,Female,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Disagree,Strongly agree,,,,I have heard of this,I have heard of this,,I have heard of this,,I have done/used this,I have done/used this,I have done/used this,,,I have done/used this,,I have done/used this,Strongly Agree,Strongly disagree,Agree,Have no opinion,Strongly Agree,Strongly disagree,Disagree,Agree,Yes,Yes,,Yes,Yes,Yes,
18/05/2020 09:58,18/05/2020 10:03,IP Address,100,284,TRUE,18/05/2020 10:03,R_3O1B8d8Wc2UtUEy,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,1st Year,,,Psychology ,No,Female,Strongly agree,Strongly disagree,Strongly disagree,Have no opinion,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,I have done/used this,,,,,I have done/used this,,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,No,,,No,No,Yes,
18/05/2020 09:58,18/05/2020 10:03,IP Address,100,339,TRUE,18/05/2020 10:03,R_2dRQE3THTzexORL,anonymous,EN,Yes,Yes,UNI25,,Full-time,No,,3,3rd Year,,,Psychology with counselling ,Yes,Female ,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Have no opinion,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,,,I have heard of this,,,I have heard of this,,I have heard of this,,,I have done/used this,,,,,I have done/used this,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Yes,No,,No,No,Yes,
18/05/2020 09:55,18/05/2020 10:05,IP Address,100,578,TRUE,18/05/2020 10:05,R_wUn9BK6FOL899Nn,anonymous,EN,Yes,Yes,UNI25,,Full-time,No,,3,2nd Year,,,Psychology,Yes,Female,Agree,Strongly disagree,Have no opinion,Strongly disagree,Have no opinion,Have no opinion,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Have no opinion,I have heard of this,,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,,,,I have done/used this,,,I have done/used this,I have done/used this,Strongly Agree,Strongly disagree,Strongly agree,Strongly disagree,Have no opinion,Agree,Disagree,Agree,Yes,Yes,A crisis in psychology where many studies were unable to be replicated with the same results,Not sure,Yes,Yes,
18/05/2020 10:00,18/05/2020 10:06,IP Address,100,344,TRUE,18/05/2020 10:06,R_tYS7QMwvMGvIDkJ,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,3rd Year,,,Psychology ,Yes,Female,Strongly agree,Strongly disagree,Have no opinion,Have no opinion,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Have no opinion,Have no opinion,Have no opinion,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,I have done/used this,,,I have done/used this,,,,Disagree,Agree,Have no opinion,Have no opinion,Agree,Disagree,Strongly disagree,Disagree,Yes,Yes,Where researchers are struggling to replicate findings of famous research,Not sure,Yes,Yes,
11/05/2020 10:08,11/05/2020 10:12,IP Address,65,221,FALSE,18/05/2020 10:12,R_3KBz9OPpkAs9ekm,anonymous,EN,Yes,Yes,UNI04,,Full-time,No,,3,3rd Year,,,Developmental Psychology ,Yes,Male ,Agree,Strongly disagree,Agree,Strongly disagree,Have no opinion,Disagree,Disagree,Disagree,Agree,Have no opinion,Have no opinion,Disagree,Have no opinion,Strongly disagree,Disagree,Agree,I have heard of this,I have heard of this,,,,,,I have heard of this,I have done/used this,,I have done/used this,,,,,,Strongly Agree,Strongly disagree,Have no opinion,Agree,,,,,,,,,,,
18/05/2020 10:09,18/05/2020 10:17,IP Address,100,465,TRUE,18/05/2020 10:17,R_z1n4TrTij6T0yyZ,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,3rd Year,,,BA Management and Psychology,No,Female,Strongly agree,Disagree,Agree,Have no opinion,Agree,Have no opinion,Have no opinion,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Have no opinion,Agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,,I have done/used this,,,,I have done/used this,,Disagree,Agree,Have no opinion,Agree,Strongly Agree,Have no opinion,Disagree,Have no opinion,Not sure,,,Not sure,No,Yes,
18/05/2020 10:19,18/05/2020 10:24,IP Address,100,278,TRUE,18/05/2020 10:24,R_2Ph607EtycyRLC9,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,3rd Year,,,Psychology ,Yes,Female ,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Have no opinion,Disagree,Strongly disagree,Strongly agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,,,,I have done/used this,,,I have done/used this,,I have done/used this,Agree,Have no opinion,Agree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Agree,Yes,Yes,The issue with replicating research and receiving different results from the original research.,Not sure,No,Not sure,
18/05/2020 10:14,18/05/2020 10:25,IP Address,100,638,TRUE,18/05/2020 10:25,R_UT2VBtJ7uCIsPzb,anonymous,EN,Yes,Yes,UNI25,,Full-time,No,,3,2nd Year,,,Psychology,Yes,Female,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Agree,Have no opinion,Have no opinion,Strongly disagree,Disagree,Agree,,I have heard of this,,,I have heard of this,I have heard of this,,,I have done/used this,,I have done/used this,I have done/used this,,,I have done/used this,I have done/used this,Agree,Disagree,Agree,Have no opinion,Agree,Have no opinion,Disagree,Agree,Yes,Yes,Studies being hard to replicate/ reproduce the same data,Not sure,Yes,Yes,
18/05/2020 10:22,18/05/2020 10:28,IP Address,100,378,TRUE,18/05/2020 10:28,R_214gZDO7QGRHyuL,anonymous,EN,Yes,Yes,UNI22,,Full-time,No,,3,2nd Year,,,Psychology with Counselling,No,Female,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Have no opinion,Strongly disagree,Have no opinion,Have no opinion,,,I have heard of this,,,I have heard of this,,I have heard of this,,,I have done/used this,,,I have done/used this,,I have done/used this,Strongly Agree,Have no opinion,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Yes,Yes,"It surrounds the replication of existing studies, reproducability is crucial to gain more data and a wider understanding of a subject",No,No,Yes,N/A
18/05/2020 10:21,18/05/2020 10:29,IP Address,100,480,TRUE,18/05/2020 10:29,R_1eLsXxYfyfLu1rO,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,1st Year,,,Bachelor of Science in Psychology and Linguistics ,No,Male,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,I have heard of this,,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,,,,,,,,,Strongly Agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Yes,No,"Should be solved as soon as possible, to make findings more reliable ",Not sure,No,Yes,A lecture on replication crises and open science should be mandatory 
18/05/2020 10:26,18/05/2020 10:32,IP Address,100,384,TRUE,18/05/2020 10:32,R_1S4la3xkVMsRn33,anonymous,EN,Yes,Yes,UNI25,,Full-time,No,,3,2nd Year,,,Psychology with Counselling,Yes,Female,Agree,Strongly disagree,Strongly agree,Disagree,Have no opinion,Strongly disagree,Agree,Disagree,Have no opinion,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,I have heard of this,I have heard of this,,,I have heard of this,,,,,,I have done/used this,I have done/used this,,I have done/used this,I have done/used this,I have done/used this,Agree,Disagree,Agree,Agree,Strongly Agree,Have no opinion,Strongly disagree,Disagree,Yes,Yes,Studies aren't able to be replicated properly,Yes,Yes,Yes,
18/05/2020 10:33,18/05/2020 10:41,IP Address,100,522,TRUE,18/05/2020 10:41,R_1M3ORkbbP6ASV0m,anonymous,EN,Yes,Yes,UNI21,,Full-time,Yes,,3,3rd Year,,,BSC Psychology,Yes,female,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Have no opinion,Strongly agree,Strongly disagree,Strongly agree,,,I have heard of this,,,,,,,,I have done/used this,,,,,,Strongly Agree,Disagree,Have no opinion,Strongly agree,Strongly Agree,Strongly disagree,Strongly disagree,Have no opinion,Yes,Yes,Many results of psychological studies fail to be replicated and are thus likely to be invalid/wrong. ,No,No,Yes,
18/05/2020 10:23,18/05/2020 10:43,IP Address,100,1195,TRUE,18/05/2020 10:43,R_R5qCywrsvuLzrBT,anonymous,EN,Yes,Yes,UNI25,,Full-time,No,,3,3rd Year,,,Psychology ,Yes,Female,Agree,Disagree,Have no opinion,Disagree,Have no opinion,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,I have heard of this,I have heard of this,,,I have heard of this,,I have heard of this,I have heard of this,,,I have done/used this,,,I have done/used this,,,Agree,Disagree,Agree,Agree,Have no opinion,Disagree,Disagree,Have no opinion,Yes,Yes,Replications of previous research failing to find similar findings to previous studies that were considered to be accurate and reliable ,No,Not sure,No,
18/05/2020 10:40,18/05/2020 10:46,IP Address,100,330,TRUE,18/05/2020 10:46,R_2ClbtMjruBGJZbd,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,3rd Year,,,BSc Psychology,Yes,Female,Agree,Disagree,Disagree,Have no opinion,Agree,Agree,Have no opinion,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Disagree,,,I have heard of this,,,,I have heard of this,I have heard of this,,,I have done/used this,,,,,,Agree,Have no opinion,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Yes,Yes,Many psychological studies that have been used to inform theory have been replicated and the same results have not been found. It suggests research may have not been carried out properly,No,No,Yes,
18/05/2020 10:43,18/05/2020 10:50,IP Address,100,412,TRUE,18/05/2020 10:50,R_eWHDmyWSQWgqC3L,anonymous,EN,Yes,Yes,UNI25,,Full-time,No,,3,3rd Year,,,Psychology BSc,Yes,,Strongly agree,Strongly disagree,Have no opinion,Strongly agree,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,,,I have heard of this,,,,I have heard of this,I have heard of this,,,I have done/used this,,,,,,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Yes,No,A failure to find similar results to the orignial paper when copying the method,No,No,Yes,
18/05/2020 10:45,18/05/2020 10:51,IP Address,100,367,TRUE,18/05/2020 10:51,R_w66k7JXgt8cOlrz,anonymous,EN,Yes,Yes,UNI21,,Full-time,Yes,,3,1st Year,,,Psychology BSC,No,female,Agree,Disagree,Have no opinion,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Have no opinion,Disagree,Strongly disagree,Agree,I have heard of this,,I have heard of this,,I have heard of this,,I have heard of this,I have heard of this,,I have done/used this,,I have done/used this,,I have done/used this,,,Agree,Disagree,Disagree,Agree,Agree,Have no opinion,Disagree,Agree,No,,,No,Not sure,Yes,
18/05/2020 10:45,18/05/2020 10:51,IP Address,100,376,TRUE,18/05/2020 10:51,R_1Lhufvtqz0CkrC2,anonymous,EN,Yes,Yes,UKRN03,,Full-time,No,,3,2nd Year,,,Psychology ,Yes,Female,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Have no opinion,Disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,I have done/used this,,,Agree,Disagree,Agree,Have no opinion,Agree,Disagree,Disagree,Agree,Yes,Yes,"There are now proving to be issues in reproducing significant results in replications of previous studies, suggesting that research that theories and assumptions have been based upon may now no longer be applicable to society  ",No,No,Yes,
18/05/2020 10:47,18/05/2020 10:54,IP Address,100,389,TRUE,18/05/2020 10:54,R_3szuYInP6y9m4ce,anonymous,EN,Yes,Yes,UNI24,,Full-time,No,,3,3rd Year,,,Psychology and Criminology ,Yes,Female,Agree,Disagree,Have no opinion,Disagree,Disagree,Have no opinion,Have no opinion,Agree,Disagree,Agree,Agree,Disagree,Have no opinion,Disagree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,,,,,,I have done/used this,I have done/used this,,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Have no opinion,No,,,Not sure,No,Yes,
